OFFICIAL


Date
12/09/2021 10:47:36

Vacancy title,Vacancy reference number,Submission number,Date submitted,SLA deadline,Review started,Review completed,Time taken to review,SLA exceeded by (hours),Outcome,Number of issues reported,Reviewed by,Vacancy submitted by,Employer,Display name,Training provider,Vacancy postcode,Standard / Framework
TbSNinYses_06Sep2021_10230752061 apprenticeship,1000030169,1,09/06/2021 10:26:55,09/07/2021 10:26:54,09/06/2021 10:27:44,09/06/2021 10:27:48,0:00:03,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
knmjdCKeiA_06Sep2021_10232949355 apprenticeship,1000030170,1,09/06/2021 10:27:29,09/07/2021 10:27:28,09/06/2021 10:28:21,09/06/2021 10:28:25,0:00:03,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,RDLjkKhGNQ_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
lfHtqOsGqi_06Sep2021_10285008363 apprenticeship,1000030172,1,09/06/2021 10:32:32,09/07/2021 10:32:31,09/06/2021 10:33:10,09/06/2021 10:33:14,0:00:03,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
YXTHmIYAJl_06Sep2021_10273363805 apprenticeship,1000030173,1,09/06/2021 10:33:40,09/07/2021 10:33:37,09/06/2021 10:34:05,09/06/2021 10:34:08,0:00:02,,Referred,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
hbAhnuYNvH_06Sep2021_10305104790 apprenticeship,1000030174,1,09/06/2021 10:34:00,09/07/2021 10:33:57,,,,119.23,,0,,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
KcFzRmFbnd_06Sep2021_10305259760 apprenticeship,1000030175,1,09/06/2021 10:34:04,09/07/2021 10:34:04,,,,119.23,,0,,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
YXTHmIYAJl_06Sep2021_10273363805 apprenticeship,1000030173,2,09/06/2021 10:34:32,09/07/2021 10:34:24,,,,119.22,,0,,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
SGLDnvTrwz_06Sep2021_10360913559 apprenticeship,1000030179,1,09/06/2021 10:38:57,09/07/2021 10:38:55,,,,119.14,,0,,Provider,AS Financial Services,AS Financial Services,EDUC8 TRAINING (ENGLAND) LIMITED,CV1 2WT,274 Abattoir worker
vBSFvCxmSO_06Sep2021_10360375566 apprenticeship,1000030178,1,09/06/2021 10:39:10,09/07/2021 10:39:09,,,,119.14,,0,,Provider,WAT (UK) LIMITED,WAT (UK) LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,BN22 0DY,274 Abattoir worker
QAjheeaeSK_06Sep2021_10370779821 apprenticeship,1000030180,1,09/06/2021 10:39:54,09/07/2021 10:39:52,,,,119.13,,0,,Provider,BARBERRY COVENTRY LIMITED,BARBERRY COVENTRY LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,DY9 9XX,274 Abattoir worker
ZEAxMtSpge_06Sep2021_10410641964 apprenticeship,1000030182,1,09/06/2021 10:44:58,09/07/2021 10:44:57,09/06/2021 10:45:31,09/06/2021 10:45:35,0:00:04,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,AB10 1YP,274 Abattoir worker
getCMqdQEN_06Sep2021_10411037113 apprenticeship,1000030181,1,09/06/2021 10:44:59,09/07/2021 10:44:58,09/06/2021 10:45:34,09/06/2021 10:45:40,0:00:05,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,dAThiEKebj_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
VCiEEZMDvG_06Sep2021_10410968590 apprenticeship,1000030184,1,09/06/2021 10:45:30,09/07/2021 10:45:30,09/06/2021 10:46:04,09/06/2021 10:46:07,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,MnGhrWWrUX_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
mDXOAlflyj_06Sep2021_10465021232 apprenticeship,1000030185,1,09/06/2021 10:49:47,09/07/2021 10:49:47,09/06/2021 10:50:02,09/06/2021 10:50:04,0:00:01,,Approved,0,Dastest2@test.com,Provider,OUTSIDE  LIMITED,OUTSIDE  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,S32 1BB,274 Abattoir worker
vEuDfgNYAh_06Sep2021_10513188636 apprenticeship,1000030190,1,09/06/2021 10:53:59,09/07/2021 10:53:58,09/06/2021 10:54:11,09/06/2021 10:54:13,0:00:01,,Approved,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
MppIvSaVdN_06Sep2021_10553162665 apprenticeship,1000030192,1,09/06/2021 10:58:47,09/07/2021 10:58:45,09/06/2021 10:59:04,09/06/2021 10:59:06,0:00:01,,Approved,0,Dastest2@test.com,Provider,OUTSIDE  LIMITED,OUTSIDE  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,S32 1BB,274 Abattoir worker
XqRFvDVYaJ_06Sep2021_10553162891 apprenticeship,1000030191,1,09/06/2021 10:58:48,09/07/2021 10:58:48,09/06/2021 10:59:07,09/06/2021 10:59:12,0:00:04,,Referred,0,Dastest2@test.com,Provider,ACCOUNT & ABLE LTD,ACCOUNT & ABLE LTD,EDUC8 TRAINING (ENGLAND) LIMITED,TR1 3JJ,274 Abattoir worker
vmejncBUcN_06Sep2021_10553161264 apprenticeship,1000030194,1,09/06/2021 10:59:01,09/07/2021 10:59:00,,,,118.81,,0,,Provider,ACCOUNTANT & SOLUTIONS LTD,uHnByXfZeQ_EmployerDescription,EDUC8 TRAINING (ENGLAND) LIMITED,PE7 8LH,274 Abattoir worker
czfOHcMDZQ_06Sep2021_10553163072 apprenticeship,1000030193,1,09/06/2021 10:59:10,09/07/2021 10:59:07,09/06/2021 10:59:27,09/06/2021 10:59:30,0:00:02,,Approved,0,Dastest2@test.com,Provider,BOSE ACCOUNTANCY  LTD,BOSE ACCOUNTANCY  LTD,EDUC8 TRAINING (ENGLAND) LIMITED,HP13 7NE,274 Abattoir worker
Apprentice Teaching Assistant,1000029869,1,09/06/2021 14:03:00,09/07/2021 14:03:00,09/06/2021 14:03:30,09/06/2021 14:04:01,0:00:31,,Referred,1,Dastest2@test.com,Provider,Coventry City Council,Coventry City Council,SOUTHAMPTON ENGINEERING TRAINING ASSOCIATION LIMITED (THE),CV1 5RR,297 Teaching assistant
Clone MLlu_07Sep2021_00061816826 apprenticeship,1000030195,1,09/07/2021 00:07:41,09/08/2021 00:07:38,09/07/2021 00:07:54,09/07/2021 00:07:58,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone HaWx_07Sep2021_00073928346 apprenticeship,1000030198,1,09/07/2021 00:08:39,09/08/2021 00:08:39,09/07/2021 00:08:56,09/07/2021 00:08:58,0:00:01,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,GnruKKzeJJ_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
uMlnGbtDzV_07Sep2021_00061806580 apprenticeship,1000030197,1,09/07/2021 00:09:29,09/08/2021 00:09:29,09/07/2021 00:10:08,09/07/2021 00:10:10,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,gzTmSRWxnS_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
rIeJYBScmc_07Sep2021_00061767981 apprenticeship,1000030196,1,09/07/2021 00:09:47,09/08/2021 00:09:40,09/07/2021 00:10:19,09/07/2021 00:10:21,0:00:01,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,GnruKKzeJJ_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone vTwp_07Sep2021_00091453691 apprenticeship,1000030199,1,09/07/2021 00:10:24,09/08/2021 00:10:23,09/07/2021 00:10:43,09/07/2021 00:10:45,0:00:02,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone dQkZ_07Sep2021_00094669320 apprenticeship,1000030200,1,09/07/2021 00:10:53,09/08/2021 00:10:52,09/07/2021 00:11:12,09/07/2021 00:11:17,0:00:04,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,gzTmSRWxnS_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
wpvNgNTmyI_07Sep2021_00111871585 apprenticeship,1000030202,1,09/07/2021 00:14:27,09/08/2021 00:14:21,,,,105.55,,0,,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
HMOaukppes_07Sep2021_00122285118 apprenticeship,1000030203,1,09/07/2021 00:15:18,09/08/2021 00:15:17,09/07/2021 00:15:52,09/07/2021 00:15:56,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ZkIssRRhaM_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
oETXUfxCOh_07Sep2021_00143549252 apprenticeship,1000030205,1,09/07/2021 00:18:50,09/08/2021 00:18:50,09/07/2021 00:19:04,09/07/2021 00:19:06,0:00:01,,Approved,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
LkETtEMgGy_07Sep2021_00144980201 apprenticeship,1000030207,1,09/07/2021 00:19:08,09/08/2021 00:19:07,09/07/2021 00:19:26,09/07/2021 00:19:28,0:00:01,,Referred,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
apTWblJYpk_07Sep2021_00162678129 apprenticeship,1000030206,1,09/07/2021 00:19:16,09/08/2021 00:19:13,,,,105.47,,0,,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
LkETtEMgGy_07Sep2021_00144980201 apprenticeship,1000030207,2,09/07/2021 00:19:46,09/08/2021 00:19:40,,,,105.47,,0,,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
ijYUCWbZaw_07Sep2021_00202670938 apprenticeship,1000030208,1,09/07/2021 00:23:05,09/08/2021 00:23:04,09/07/2021 00:23:23,09/07/2021 00:23:25,0:00:01,,Approved,0,Dastest2@test.com,Provider,BARBERRY COVENTRY LIMITED,BARBERRY COVENTRY LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,DY9 9XX,274 Abattoir worker
EJKDzuDFii_07Sep2021_00214157749 apprenticeship,1000030211,1,09/07/2021 00:24:05,09/08/2021 00:24:04,,,,105.39,,0,,Provider,BUTCHER & BAKER LIMITED,BUTCHER & BAKER LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,S10 5PU,274 Abattoir worker
kIFAKRrriJ_07Sep2021_00263201788 apprenticeship,1000030214,1,09/07/2021 00:29:18,09/08/2021 00:29:17,09/07/2021 00:29:46,09/07/2021 00:29:48,0:00:01,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
NNqeZBopEv_07Sep2021_00263189792 apprenticeship,1000030213,1,09/07/2021 00:29:24,09/08/2021 00:29:23,09/07/2021 00:29:55,09/07/2021 00:30:00,0:00:04,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
SyOWDyNaWY_07Sep2021_00263210773 apprenticeship,1000030212,1,09/07/2021 00:29:43,09/08/2021 00:29:42,09/07/2021 00:30:05,09/07/2021 00:30:07,0:00:02,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,TQYSDKHgiB_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
KlWVyMwADa_07Sep2021_00291050500 apprenticeship,1000030216,1,09/07/2021 00:31:06,09/08/2021 00:31:06,,,,105.27,,0,,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
vZwOSQjiGG_07Sep2021_00312242353 apprenticeship,1000030218,1,09/07/2021 00:33:56,09/08/2021 00:33:56,,,,105.23,,0,,Provider,ACCOUNTANT & SOLUTIONS LTD,ACCOUNTANT & SOLUTIONS LTD,EDUC8 TRAINING (ENGLAND) LIMITED,PE7 8LH,274 Abattoir worker
BffaLpwFEo_07Sep2021_00312257422 apprenticeship,1000030220,1,09/07/2021 00:34:04,09/08/2021 00:34:04,09/07/2021 00:34:18,09/07/2021 00:34:20,0:00:01,,Approved,0,Dastest2@test.com,Provider,BARBERRY COVENTRY LIMITED,BARBERRY COVENTRY LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,DY9 9XX,274 Abattoir worker
oehnUSFEAY_07Sep2021_00312254795 apprenticeship,1000030219,1,09/07/2021 00:34:17,09/08/2021 00:34:17,,,,105.22,,0,,Provider,TINMAN  LIMITED,nNfveqOHKv_EmployerDescription,EDUC8 TRAINING (ENGLAND) LIMITED,SK9 4LY,274 Abattoir worker
msHdyMNyaK_07Sep2021_00333189382 apprenticeship,1000030221,1,09/07/2021 00:35:07,09/08/2021 00:35:06,,,,105.21,,0,,Provider,BUTCHER & BAKER LIMITED,BUTCHER & BAKER LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,S10 5PU,274 Abattoir worker
qhAiiohNOa_07Sep2021_00353373337 apprenticeship,1000030223,1,09/07/2021 00:37:09,09/08/2021 00:37:08,09/07/2021 00:37:20,09/07/2021 00:37:21,0:00:01,,Referred,0,Dastest2@test.com,Provider,ACCOUNTANT & SOLUTIONS LTD,ACCOUNTANT & SOLUTIONS LTD,EDUC8 TRAINING (ENGLAND) LIMITED,PE7 8LH,274 Abattoir worker
XRSuzvhkhC_07Sep2021_00373964076 apprenticeship,1000030224,1,09/07/2021 00:39:09,09/08/2021 00:39:07,09/07/2021 00:39:28,09/07/2021 00:39:30,0:00:01,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,AB10 1YP,274 Abattoir worker
Apprentice Teaching Assistant,1000030237,1,09/07/2021 14:10:06,09/08/2021 14:10:06,09/07/2021 14:11:21,09/07/2021 14:11:36,0:00:14,,Referred,0,Dastest2@test.com,Provider,Coventry City Council,Local body,SOUTHAMPTON ENGINEERING TRAINING ASSOCIATION LIMITED (THE),CV1 5RR,402 Learning and skills teacher
Apprentice Teaching Assistant,1000030237,2,09/07/2021 14:13:49,09/08/2021 14:13:49,09/07/2021 14:14:00,09/07/2021 14:14:16,0:00:15,,Approved,0,Dastest2@test.com,Provider,Coventry City Council,Local body,SOUTHAMPTON ENGINEERING TRAINING ASSOCIATION LIMITED (THE),CV1 5RR,402 Learning and skills teacher
Clone wHvf_08Sep2021_00065781900 apprenticeship,1000030238,1,09/08/2021 00:08:32,09/09/2021 00:08:31,09/08/2021 00:08:47,09/08/2021 00:08:50,0:00:03,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,GnruKKzeJJ_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
JqtxyxyImy_08Sep2021_00065472564 apprenticeship,1000030239,1,09/08/2021 00:09:34,09/09/2021 00:09:33,09/08/2021 00:10:03,09/08/2021 00:10:11,0:00:07,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,XVFndomfxV_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
DgVgWagzKD_08Sep2021_00065488503 apprenticeship,1000030240,1,09/08/2021 00:09:38,09/09/2021 00:09:38,09/08/2021 00:10:04,09/08/2021 00:10:14,0:00:09,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,AB10 1YP,274 Abattoir worker
VugafMHOXw_08Sep2021_00065488538 apprenticeship,1000030241,1,09/08/2021 00:09:58,09/09/2021 00:09:57,09/08/2021 00:10:23,09/08/2021 00:10:25,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,tXPMspitcb_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone NBBw_08Sep2021_00101485260 apprenticeship,1000030242,1,09/08/2021 00:11:03,09/09/2021 00:11:03,09/08/2021 00:11:19,09/08/2021 00:11:23,0:00:04,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,GnruKKzeJJ_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone tGAu_08Sep2021_00105923904 apprenticeship,1000030244,1,09/08/2021 00:11:51,09/09/2021 00:11:50,09/08/2021 00:12:05,09/08/2021 00:12:07,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone IHFY_08Sep2021_00105548664 apprenticeship,1000030243,1,09/08/2021 00:11:51,09/09/2021 00:11:51,09/08/2021 00:12:07,09/08/2021 00:12:12,0:00:04,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ZkIssRRhaM_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
SXpjDqHQzQ_08Sep2021_00125775371 apprenticeship,1000030247,1,09/08/2021 00:15:25,09/09/2021 00:15:23,09/08/2021 00:16:02,09/08/2021 00:16:06,0:00:04,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
fBjXZCmNql_08Sep2021_00124383859 apprenticeship,1000030246,1,09/08/2021 00:15:50,09/09/2021 00:15:48,,,,81.53,,0,,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
DjEHFNTJHy_08Sep2021_00160078924 apprenticeship,1000030249,1,09/08/2021 00:18:37,09/09/2021 00:18:36,09/08/2021 00:19:01,09/08/2021 00:19:05,0:00:03,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
CxvECZsXkX_08Sep2021_00152995571 apprenticeship,1000030251,1,09/08/2021 00:19:08,09/09/2021 00:19:08,09/08/2021 00:19:21,09/08/2021 00:19:22,0:00:01,,Approved,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
kBQFqnrcjh_08Sep2021_00171520458 apprenticeship,1000030252,1,09/08/2021 00:19:27,09/09/2021 00:19:26,,,,81.47,,0,,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
ZSiXrPtuhn_08Sep2021_00174660665 apprenticeship,1000030253,1,09/08/2021 00:19:54,09/09/2021 00:19:53,,,,81.46,,0,,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
gKwzUqKqtX_08Sep2021_00202870223 apprenticeship,1000030257,1,09/08/2021 00:23:06,09/09/2021 00:23:03,09/08/2021 00:23:22,09/08/2021 00:23:24,0:00:01,,Referred,0,Dastest2@test.com,Provider,TINMAN  LIMITED,TINMAN  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,SK9 4LY,274 Abattoir worker
WIIpBTdbmY_08Sep2021_00202825709 apprenticeship,1000030255,1,09/08/2021 00:23:17,09/09/2021 00:23:16,09/08/2021 00:23:32,09/08/2021 00:23:34,0:00:01,,Approved,0,Dastest2@test.com,Provider,ESFA LTD,ESFA LTD,EDUC8 TRAINING (ENGLAND) LIMITED,EH6 8HH,274 Abattoir worker
BOrVzWLDvX_08Sep2021_00202834650 apprenticeship,1000030256,1,09/08/2021 00:23:33,09/09/2021 00:23:32,09/08/2021 00:23:48,09/08/2021 00:23:49,0:00:01,,Approved,0,Dastest2@test.com,Provider,BARRY & BARRY  LIMITED,BARRY & BARRY  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,BL1 4QR,274 Abattoir worker
wHdwsScHaQ_08Sep2021_00232950468 apprenticeship,1000030260,1,09/08/2021 00:25:29,09/09/2021 00:25:26,,,,81.37,,0,,Provider,BOSE ACCOUNTANCY  LTD,BOSE ACCOUNTANCY  LTD,EDUC8 TRAINING (ENGLAND) LIMITED,HP13 7NE,274 Abattoir worker
JWaggXyImo_08Sep2021_00234065112 apprenticeship,1000030261,1,09/08/2021 00:25:37,09/09/2021 00:25:37,,,,81.37,,0,,Provider,BUTCHER & BAKER LIMITED,BUTCHER & BAKER LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,S10 5PU,274 Abattoir worker
Clone DtMD_08Sep2021_00274843704 apprenticeship,1000030262,1,09/08/2021 00:28:47,09/09/2021 00:28:47,09/08/2021 00:29:02,09/08/2021 00:29:07,0:00:04,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,gzTmSRWxnS_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
ZmRxzSkriW_08Sep2021_00274901916 apprenticeship,1000030264,1,09/08/2021 00:30:02,09/09/2021 00:30:01,09/08/2021 00:30:28,09/08/2021 00:30:33,0:00:04,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,tzgdTDOzxt_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
WuRqTEdXBO_08Sep2021_00274883071 apprenticeship,1000030263,1,09/08/2021 00:30:02,09/09/2021 00:30:02,,,,81.29,,0,,Employer,ESFA LTD,tzgdTDOzxt_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
RvfpkhBUls_08Sep2021_00275088928 apprenticeship,1000030265,1,09/08/2021 00:30:40,09/09/2021 00:30:39,09/08/2021 00:30:55,09/08/2021 00:30:56,0:00:01,,Referred,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
BXLbIzzoso_08Sep2021_00313320234 apprenticeship,1000030266,1,09/08/2021 00:32:58,09/09/2021 00:32:57,,,,81.24,,0,,Provider,SPECS & BEAR HORSEBOX CANTEEN LTD,SPECS & BEAR HORSEBOX CANTEEN LTD,EDUC8 TRAINING (ENGLAND) LIMITED,TN13 2TN,274 Abattoir worker
DwdRnERJUN_08Sep2021_00334687387 apprenticeship,1000030267,1,09/08/2021 00:35:13,09/09/2021 00:35:13,09/08/2021 00:35:33,09/08/2021 00:35:37,0:00:04,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,EwCFrCInJM_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
gxhRqbLuUj_08Sep2021_00355274536 apprenticeship,1000030268,1,09/08/2021 00:37:19,09/09/2021 00:37:19,09/08/2021 00:37:32,09/08/2021 00:37:33,0:00:01,,Approved,0,Dastest2@test.com,Provider,BOSE ACCOUNTANCY  LTD,BOSE ACCOUNTANCY  LTD,EDUC8 TRAINING (ENGLAND) LIMITED,HP13 7NE,274 Abattoir worker
qiCNDGpWqi_08Sep2021_10292343515 apprenticeship,1000030269,1,09/08/2021 09:31:12,09/09/2021 09:31:09,09/08/2021 09:31:31,09/08/2021 09:31:33,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,ozxmWasZis_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
RVKAuYynTk_08Sep2021_10341831780 apprenticeship,1000030270,1,09/08/2021 09:36:44,09/09/2021 09:36:43,09/08/2021 09:37:00,09/08/2021 09:37:01,0:00:01,,Referred,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
pjPNBWpbiD_08Sep2021_10383061701 apprenticeship,1000030271,1,09/08/2021 09:41:50,09/09/2021 09:41:50,09/08/2021 09:42:18,09/08/2021 09:42:19,0:00:01,,Referred,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
pjPNBWpbiD_08Sep2021_10383061701 apprenticeship,1000030271,2,09/08/2021 09:42:31,09/09/2021 09:42:30,,,,72.08,,0,,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
Clone OUOw_08Sep2021_09452069342 apprenticeship,1000030272,1,09/08/2021 09:46:35,09/09/2021 09:46:34,09/08/2021 09:46:49,09/08/2021 09:46:51,0:00:02,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,EwCFrCInJM_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone FsDN_08Sep2021_09463422024 apprenticeship,1000030275,1,09/08/2021 09:47:34,09/09/2021 09:47:33,09/08/2021 09:47:49,09/08/2021 09:47:51,0:00:01,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone aeaR_08Sep2021_09465925093 apprenticeship,1000030276,1,09/08/2021 09:47:52,09/09/2021 09:47:49,09/08/2021 09:48:06,09/08/2021 09:48:08,0:00:02,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,AB10 1YP,274 Abattoir worker
fcEghWPeQQ_08Sep2021_09452116582 apprenticeship,1000030273,1,09/08/2021 09:48:34,09/09/2021 09:48:34,09/08/2021 09:49:25,09/08/2021 09:49:30,0:00:04,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,tbdWDCFBUX_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone szHk_08Sep2021_09480024703 apprenticeship,1000030277,1,09/08/2021 09:49:15,09/09/2021 09:49:14,09/08/2021 09:49:30,09/08/2021 09:49:32,0:00:01,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,EwCFrCInJM_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
BqUDUpQQOu_08Sep2021_09501591681 apprenticeship,1000030280,1,09/08/2021 09:53:02,09/09/2021 09:53:00,09/08/2021 09:53:49,09/08/2021 09:53:53,0:00:04,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
